review_id,text,text_clean,rating,review_date,sentiment,issues
2a789331-f2b1-45a9-8f7c-0a3f22168238,ENTAH DARI KURIR ENTAH DARI KARYAWAN ATAUPUN DARI APLIKASI. KANTOR POS EMANG ANEH LEBIH BAIK PAKE JNT JNE LEBIH BAIK DARI POS. KECEWA PENGGUNA LAMA UNTUK BAYAR COD,entah dari kurir entah dari karyawan ataupun dari aplikasi. kantor pos emang aneh lebih baik pake jnt jne lebih baik dari pos. kecewa pengguna lama untuk bayar cod,1,2026-04-16,negative,"['pelayanan kantor pos buruk', 'kurir/karyawan/aplikasi bermasalah', 'kecewa dengan pembayaran COD']"
1c80dbda-189a-46f3-bd84-19ddcaa356b5,bgus,bgus,5,2026-04-15,positive,[]
7bfb8ff1-326e-46c0-b6e4-113ab4528b7b,"Sangat nyaman dan memuaskan, transaksi nya lancar dan sangat satu set.","sangat nyaman dan memuaskan, transaksi nya lancar dan sangat satu set.",5,2026-04-14,positive,[]
75121e2c-dde8-4ec6-9a40-2cb735e5bec7,aplikasinya rekomen banget buat pemula yang mau coba kirim - kirim barang mudah banget buat mempelajari apknya 👍👍👍👍👍,aplikasinya rekomen banget buat pemula yang mau coba kirim - kirim barang mudah banget buat mempelajari apknya 👍👍👍👍👍,5,2026-04-13,positive,[]
8de6e3a5-39c2-4b1b-8686-ff0831d9a173,mau login selalu muncul konfigurasi.. tah pape maksudnya,mau login selalu muncul konfigurasi.. tah pape maksudnya,1,2026-04-13,negative,['masalah login muncul konfigurasi yang tidak jelas']
bd6dd8a5-b6ad-4b6d-be71-154b5ef45dcd,"keranjang gak berfungsi, tiap d masukkan keranjang mesti ilang dan repot kalo harus ngetik lgy","keranjang gak berfungsi, tiap d masukkan keranjang mesti ilang dan repot kalo harus ngetik lgy",2,2026-04-13,negative,"['keranjang tidak berfungsi', 'item yang dimasukkan ke keranjang hilang', 'harus mengetik ulang']"
c952219d-bf42-42b6-bc7d-898521cddf10,pembelian pulsa sering error.. pulsa tidak masuk tapi saldo berkurang,pembelian pulsa sering error.. pulsa tidak masuk tapi saldo berkurang,1,2026-04-11,negative,"['pembelian pulsa sering error', 'pulsa tidak masuk tapi saldo berkurang']"
edc9233a-c801-4810-bfab-f96c80f2bfe0,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,5,2026-04-11,positive,[]
b532c0e8-983a-4d67-8d6c-17b359bb5ae8,good,good,5,2026-04-10,neutral,[]
5deb3a55-733e-44fb-894b-09a10bcfe04c,apk sangaaaaaatttttt buruk setiap mau masuk kembali harus ganti pasword lah ganti nomer hp lah. kenapa harus begitu menyusah kan sekali..,apk sangaaaaaatttttt buruk setiap mau masuk kembali harus ganti pasword lah ganti nomer hp lah. kenapa harus begitu menyusah kan sekali..,1,2026-04-10,negative,"['harus ganti password dan nomor HP setiap masuk', 'proses login menyusahkan']"
78ff38a5-aa1f-41cf-94dd-77306e395c4c,"mending cari yg lain, percuma gak bisa masuk di blokir","mending cari yg lain, percuma gak bisa masuk di blokir",1,2026-04-08,negative,"['tidak bisa masuk', 'akun diblokir']"
